"f2","f14","f18","f31","f32","f108","f161","f163","f249","f250","f301","f303","f325","f326","f328","f333","f334"
0.4649,"创业板ETF沽1月3600",0.5495,0.462,0.4748,819,3.6,299,36.67,0.91,20260128,6.03,-0.8867,0.5993,-0.2181,"创业板ETF",3.164
0.3008,"创业板ETF沽3月3300",0.3639,0.2921,0.3071,2116,3.3,303,34.88,5.21,20260325,5.99,-0.569,0.8088,-0.3248,"创业板ETF",3.164
0.1738,"创业板ETF沽6月2900",0.211,0.1737,0.1795,881,2.9,56,33.92,13.84,20260624,5.31,-0.2918,0.5101,-0.2079,"创业板ETF",3.164
0.1542,"创业板ETF沽6月2850",0.1825,0.1506,0.1583,1071,2.85,80,33.85,14.8,20260624,5.42,-0.2643,0.4861,-0.1989,"创业板ETF",3.164
0.3781,"创业板ETF沽1月3500",0.45,0.3717,0.382,388,3.5,58,35.55,1.33,20260128,6.9,-0.8241,0.8074,-0.3124,"创业板ETF",3.164
0.4429,"创业板ETF沽12月3600",0.5315,0.4401,0.4511,1408,3.6,72,57.13,0.22,20251224,7.13,-0.9982,0.0396,0.0298,"创业板ETF",3.164
0.116,"创业板ETF沽6月2750",0.1433,0.115,0.1186,869,2.75,225,33.25,16.75,20260624,5.79,-0.2124,0.4312,-0.1775,"创业板ETF",3.164
0.0078,"创业板ETF沽3月2350",0.0097,0.0077,0.0079,4864,2.35,884,33.2,25.97,20260325,8.4,-0.0207,0.1032,-0.0439,"创业板ETF",3.164
0.2353,"创业板ETF沽3月3200",0.2935,0.2273,0.2389,6106,3.2,1194,33.8,6.3,20260325,6.58,-0.4894,0.8208,-0.3341,"创业板ETF",3.164
0.2929,"创业板ETF沽1月3400",0.3717,0.2867,0.2925,1551,3.4,146,33.47,1.8,20260128,8,-0.7404,1.0119,-0.4059,"创业板ETF",3.164
0.3419,"创业板ETF沽12月3500",0.4413,0.3419,0.3514,1108,3.5,98,45.9,0.19,20251224,9.15,-0.9887,0.2129,-0.0472,"创业板ETF",3.164
0.1769,"创业板ETF沽3月3100",0.2282,0.1737,0.1799,11088,3.1,2172,32.71,7.61,20260325,7.29,-0.4078,0.7991,-0.3287,"创业板ETF",3.164
0.0099,"创业板ETF沽3月2400",0.0131,0.0097,0.01,7376,2.4,456,32.76,24.46,20260325,9.14,-0.0286,0.1351,-0.0574,"创业板ETF",3.164
0.0003,"创业板ETF沽12月2400",0.0005,0.0002,0.0003,7391,2.4,-447,68.75,24.16,20251224,0,0,0,0,"创业板ETF",3.164
0.0003,"创业板ETF沽12月2350",0.0004,0.0003,0.0004,5012,2.35,-36,75,25.74,20251224,0,0,0,0,"创业板ETF",3.164
0.0003,"创业板ETF沽12月2250",0.0004,0.0001,0.0003,11906,2.25,-12,84.38,28.9,20251224,0,0,0,0,"创业板ETF",3.164
0.0003,"创业板ETF沽12月2200",0.0004,0.0002,0.0003,9427,2.2,102,87.5,30.48,20251224,0,0,0,0,"创业板ETF",3.164
0.129,"创业板ETF沽3月3000",0.1723,0.1289,0.1302,6937,3,1217,32.06,9.26,20260325,8.03,-0.3275,0.7432,-0.3082,"创业板ETF",3.164
0.2158,"创业板ETF沽1月3300",0.2848,0.2136,0.2161,3329,3.3,1826,31.86,2.52,20260128,9.34,-0.6367,1.1719,-0.4808,"创业板ETF",3.164
0.1086,"创业板ETF沽3月2950",0.1477,0.1063,0.1079,6683,2.95,1640,31.79,10.2,20260325,8.42,-0.289,0.7035,-0.2928,"创业板ETF",3.164
0.249,"创业板ETF沽12月3400",0.3423,0.2454,0.2472,3440,3.4,611,43.36,0.41,20251224,12.04,-0.9472,0.7781,-0.2961,"创业板ETF",3.164
0.0126,"创业板ETF沽3月2450",0.0174,0.0122,0.0129,6014,2.45,588,32.42,22.96,20260325,9.69,-0.0386,0.1728,-0.0734,"创业板ETF",3.164
0.0904,"创业板ETF沽3月2900",0.1249,0.088,0.0922,7849,2.9,838,31.54,11.2,20260325,8.83,-0.2522,0.6572,-0.2744,"创业板ETF",3.164
0.0164,"创业板ETF沽3月2500",0.0228,0.0158,0.0167,7208,2.5,1747,32.28,21.5,20260325,9.84,-0.051,0.2161,-0.0917,"创业板ETF",3.164
0.0005,"创业板ETF沽12月2500",0.0007,0.0004,0.0005,12244,2.5,-29,63.28,21,20251224,0,0,0,0,"创业板ETF",3.164
0.0753,"创业板ETF沽3月2850",0.1055,0.074,0.0765,5153,2.85,231,31.52,12.3,20260325,9.13,-0.2174,0.6055,-0.2535,"创业板ETF",3.164
0.0624,"创业板ETF沽3月2800",0.088,0.0606,0.0632,10550,2.8,2515,31.59,13.48,20260325,9.39,-0.1851,0.5497,-0.2307,"创业板ETF",3.164
0.0207,"创业板ETF沽3月2550",0.0294,0.0199,0.0209,6647,2.55,440,31.98,20.06,20260325,10.1,-0.0661,0.2646,-0.1121,"创业板ETF",3.164
0.147,"创业板ETF沽1月3200",0.2104,0.147,0.148,10289,3.2,4329,30.08,3.51,20260128,11.15,-0.5182,1.2446,-0.5181,"创业板ETF",3.164
0.05,"创业板ETF沽3月2750",0.072,0.0497,0.0509,4249,2.75,388,31.37,14.66,20260325,9.83,-0.1554,0.4915,-0.2068,"创业板ETF",3.164
0.0403,"创业板ETF沽3月2700",0.0587,0.0401,0.0403,4466,2.7,790,31.4,15.94,20260325,10.1,-0.1286,0.4323,-0.1823,"创业板ETF",3.164
0.0324,"创业板ETF沽3月2650",0.0473,0.0315,0.032,7084,2.65,-208,31.52,17.27,20260325,10.22,-0.1047,0.3739,-0.1579,"创业板ETF",3.164
0.026,"创业板ETF沽3月2600",0.038,0.025,0.0263,7461,2.6,595,31.74,18.65,20260325,10.21,-0.0839,0.3175,-0.1343,"创业板ETF",3.164
0.096,"创业板ETF沽1月3100",0.148,0.0959,0.096,23677,3.1,8655,29.76,5.06,20260128,13,-0.3943,1.202,-0.5054,"创业板ETF",3.164
0.0005,"创业板ETF沽12月2600",0.0008,0.0005,0.0008,12732,2.6,-347,53.13,17.84,20251224,0,0,0.0001,0,"创业板ETF",3.164
0.0005,"创业板ETF沽12月2550",0.0008,0.0004,0.0006,9559,2.55,100,57.81,19.42,20251224,0,0,0,0,"创业板ETF",3.164
0.1514,"创业板ETF沽12月3300",0.2446,0.1514,0.1536,11123,3.3,2132,32.37,0.49,20251224,17.25,-0.8252,1.8644,-0.7751,"创业板ETF",3.164
0.0573,"创业板ETF沽1月3000",0.0956,0.057,0.0573,24293,3,5766,29.37,6.99,20260128,15.29,-0.2769,1.0458,-0.4427,"创业板ETF",3.164
0.0446,"创业板ETF沽1月2950",0.075,0.044,0.0446,14513,2.95,3940,29.81,8.17,20260128,15.91,-0.2242,0.9349,-0.3969,"创业板ETF",3.164
0.0332,"创业板ETF沽1月2900",0.0589,0.0332,0.0335,15732,2.9,4160,29.88,9.39,20260128,16.86,-0.1769,0.8109,-0.345,"创业板ETF",3.164
0.0249,"创业板ETF沽1月2850",0.0451,0.0249,0.025,20342,2.85,2910,30.27,10.71,20260128,17.27,-0.1359,0.6814,-0.2905,"创业板ETF",3.164
0.0186,"创业板ETF沽1月2800",0.0342,0.0181,0.0187,27686,2.8,6392,30.76,12.09,20260128,17.23,-0.1013,0.5537,-0.2364,"创业板ETF",3.164
0.0734,"创业板ETF沽12月3200",0.151,0.0734,0.0736,54048,3.2,17667,28.76,1.18,20251224,25.48,-0.5912,2.8126,-1.1983,"创业板ETF",3.164
0.0005,"创业板ETF沽12月2650",0.0011,0.0003,0.0005,15615,2.65,973,49.22,16.26,20251224,0,0,0.0007,-0.0002,"创业板ETF",3.164
0.0007,"创业板ETF沽12月2700",0.0018,0.0006,0.0009,33422,2.7,-529,46.09,14.69,20251224,0,0,0.0035,-0.0014,"创业板ETF",3.164
0.0253,"创业板ETF沽12月3100",0.0735,0.0251,0.0253,116218,3.1,53162,27.78,2.82,20251224,38.73,-0.3097,2.5535,-1.0979,"创业板ETF",3.164
0.0008,"创业板ETF沽12月2750",0.0024,0.0008,0.0009,30124,2.75,507,42.19,13.11,20251224,1.98,-0.0005,0.0151,-0.0065,"创业板ETF",3.164
0.0012,"创业板ETF沽12月2800",0.004,0.0009,0.001,43417,2.8,2132,39.84,11.54,20251224,5.8,-0.0022,0.0529,-0.0228,"创业板ETF",3.164
0.0048,"创业板ETF沽12月2950",0.0181,0.0047,0.0048,87684,2.95,14563,32.62,6.92,20251224,33.75,-0.0512,0.7617,-0.3292,"创业板ETF",3.164
0.0079,"创业板ETF沽12月3000",0.03,0.0078,0.0079,132627,3,39584,30.37,5.43,20251224,42.45,-0.106,1.3262,-0.5725,"创业板ETF",3.164
0.0016,"创业板ETF沽12月2850",0.0063,0.0016,0.0019,36647,2.85,5929,36.33,9.97,20251224,15.03,-0.0076,0.1535,-0.0664,"创业板ETF",3.164
0.0026,"创业板ETF沽12月2900",0.0107,0.0026,0.003,62093,2.9,6014,34.18,8.43,20251224,26.04,-0.0214,0.3722,-0.161,"创业板ETF",3.164
0.0333,"中证500ETF购12月2850",0.0131,0.0332,0.0333,8908,2.85,-2255,14.55,0.64,20251224,49.62,0.5767,4.3905,-0.8175,"中证500ETF",2.865
0.0038,"中证500ETF购12月2950",0.0015,0.0028,0.0043,3454,2.95,448,16.11,3.1,20251224,135.86,0.1802,2.9448,-0.5408,"中证500ETF",2.865
0.0115,"中证500ETF购12月2900",0.0046,0.0115,0.0119,9131,2.9,1778,14.65,1.62,20251224,89.04,0.3574,4.1847,-0.7723,"中证500ETF",2.865
0.0082,"中证500ETF购12月2912A",0.0033,0.0082,0.0088,10356,2.912,385,14.5,1.93,20251224,108.07,0.3093,3.9518,-0.7283,"中证500ETF",2.865
0.0253,"中证500ETF购12月2862A",0.0105,0.0253,0.0259,8826,2.862,229,13.82,0.78,20251224,59.26,0.5233,4.4658,-0.8293,"中证500ETF",2.865
0.0024,"中证500ETF购12月2961A",0.0011,0.002,0.0028,6631,2.961,1228,15.63,3.43,20251224,179.78,0.1506,2.6209,-0.481,"中证500ETF",2.865
0.0574,"中证500ETF购12月2813A",0.0273,0.0567,0.0585,10144,2.813,-38,12.79,0.19,20251224,36.44,0.7301,3.7067,-0.6989,"中证500ETF",2.865
0.0074,"中证500ETF购1月3100",0.0036,0.0069,0.0078,773,3.1,267,16.94,8.46,20260128,58.23,0.1504,1.1295,-0.2103,"中证500ETF",2.865
0.0002,"中证500ETF沽12月2319A",0.0001,0.0001,0.0002,2670,2.319,1,53.13,19.06,20251224,0,0,0,0,"中证500ETF",2.865
0.0002,"中证500ETF沽12月2171A",0.0002,0.0001,0.0002,1998,2.171,7,68.75,24.23,20251224,0,0,0,0,"中证500ETF",2.865
0.068,"中证500ETF购12月2800",0.0348,0.0679,0.0692,6068,2.8,545,11.91,0.1,20251224,32.74,0.777,3.3461,-0.6351,"中证500ETF",2.865
0.01,"中证500ETF购1月3060A",0.0054,0.01,0.0107,3072,3.06,315,16.16,7.16,20260128,56.24,0.1963,1.3388,-0.2499,"中证500ETF",2.865
0.0179,"中证500ETF购1月3000",0.0099,0.0174,0.0176,668,3,272,15.63,5.34,20260128,44.94,0.2808,1.6303,-0.3058,"中证500ETF",2.865
0.1006,"中证500ETF购12月2763A",0.0582,0.1005,0.1026,9403,2.763,437,0,-0.05,20251224,25.14,0.8829,2.2052,-0.4317,"中证500ETF",2.865
0.001,"中证500ETF购12月3000",0.0007,0.001,0.0015,1819,3,144,16.99,4.75,20251224,208.86,0.0729,1.5535,-0.2844,"中证500ETF",2.865
0.0244,"中证500ETF购1月2961A",0.0144,0.0247,0.0253,1580,2.961,376,14.87,4.2,20260128,40.5,0.3449,1.7817,-0.3355,"中证500ETF",2.865
0.0273,"中证500ETF购1月2950",0.0161,0.0271,0.0277,938,2.95,414,14.84,3.92,20260128,38.2,0.364,1.8164,-0.3425,"中证500ETF",2.865
0.1119,"中证500ETF购12月2750",0.0692,0.1126,0.1151,1890,2.75,9,0,-0.11,20251224,23.3,0.91,1.8206,-0.3628,"中证500ETF",2.865
0.0421,"中证500ETF购1月2900",0.0262,0.0416,0.0428,5928,2.9,1449,14.21,2.69,20260128,31.03,0.4559,1.9177,-0.364,"中证500ETF",2.865
0.0381,"中证500ETF购1月2912A",0.0231,0.0377,0.0388,3799,2.912,1014,14.38,2.97,20260128,32.58,0.4333,1.9025,-0.3605,"中证500ETF",2.865
0.0569,"中证500ETF购1月2862A",0.0364,0.0566,0.0585,3535,2.862,651,13.55,1.88,20260128,26.62,0.5287,1.9245,-0.3678,"中证500ETF",2.865
0.0624,"中证500ETF购1月2850",0.0415,0.063,0.0644,2438,2.85,499,13.33,1.65,20260128,25.34,0.5518,1.9133,-0.3665,"中证500ETF",2.865
0.1483,"中证500ETF购12月2714A",0.0984,0.1453,0.15,2011,2.714,81,0,-0.09,20251224,18.57,0.9612,0.9435,-0.2052,"中证500ETF",2.865
0.0909,"中证500ETF购1月2800",0.0618,0.0889,0.0922,1373,2.8,314,12.55,0.9,20260128,20.37,0.6463,1.7982,-0.3488,"中证500ETF",2.865
0.0811,"中证500ETF购1月2813A",0.0567,0.0812,0.0842,1813,2.813,341,12.28,1.02,20260128,21.98,0.6222,1.8383,-0.3553,"中证500ETF",2.865
0.1602,"中证500ETF购12月2700",0.1102,0.1582,0.162,704,2.7,237,0,-0.17,20251224,17.4,0.9732,0.6942,-0.1602,"中证500ETF",2.865
0.0096,"中证500ETF购3月3356A",0.0069,0.0091,0.0098,5308,3.356,1569,19.92,17.47,20260325,26.05,0.0873,0.5062,-0.0949,"中证500ETF",2.865
0.113,"中证500ETF购1月2763A",0.0813,0.1125,0.1167,1236,2.763,25,10.06,0.38,20260128,18.06,0.7122,1.6497,-0.324,"中证500ETF",2.865
0.014,"中证500ETF购3月3257A",0.0101,0.0138,0.0143,3717,3.257,1044,18.65,14.17,20260325,28.49,0.1392,0.7067,-0.1331,"中证500ETF",2.865
0.0703,"中证500ETF购3月2912A",0.0502,0.0645,0.0689,2329,2.912,124,14.6,4.09,20260325,19.38,0.4755,1.2693,-0.2466,"中证500ETF",2.865
0.1093,"中证500ETF购3月2813A",0.0801,0.1022,0.1092,1941,2.813,161,12.61,2,20260325,15.74,0.6004,1.2311,-0.2437,"中证500ETF",2.865
0.0211,"中证500ETF购3月3158A",0.0155,0.0211,0.0217,3451,3.158,890,17.38,10.96,20260325,28.69,0.2113,0.9219,-0.1746,"中证500ETF",2.865
0.1221,"中证500ETF购1月2750",0.0878,0.122,0.1255,911,2.75,291,8.69,0.25,20260128,17.23,0.7341,1.587,-0.3134,"中证500ETF",2.865
0.0073,"中证500ETF购3月3454A",0.0054,0.0071,0.0074,9868,3.454,3488,21.39,20.81,20260325,20.64,0.0526,0.3422,-0.0639,"中证500ETF",2.865
0.0273,"中证500ETF购3月3100",0.0203,0.0272,0.0283,658,3.1,221,16.63,9.16,20260325,27.65,0.2635,1.041,-0.198,"中证500ETF",2.865
0.0542,"中证500ETF购3月2961A",0.039,0.0511,0.0546,1759,2.961,82,15,5.24,20260325,21.96,0.4154,1.2429,-0.2398,"中证500ETF",2.865
0.033,"中证500ETF购3月3060A",0.0245,0.0325,0.0341,1607,3.06,187,16.11,7.96,20260325,26.36,0.3036,1.1142,-0.2127,"中证500ETF",2.865
0.1492,"中证500ETF购1月2714A",0.1108,0.1476,0.153,629,2.714,95,0,-0.06,20260128,15.18,0.7904,1.3924,-0.2798,"中证500ETF",2.865
0.0916,"中证500ETF购3月2850",0.0668,0.0865,0.0922,404,2.85,-18,13.23,2.67,20260325,17.32,0.5537,1.2601,-0.2475,"中证500ETF",2.865
0.0854,"中证500ETF购3月2862A",0.064,0.0814,0.087,1875,2.862,136,13.24,2.88,20260325,18.07,0.5385,1.2657,-0.248,"中证500ETF",2.865
0.0708,"中证500ETF购3月2900",0.053,0.0686,0.0733,321,2.9,4,13.82,3.69,20260325,19.85,0.4905,1.2713,-0.2475,"中证500ETF",2.865
0.0438,"中证500ETF购3月3000",0.0318,0.0426,0.0454,616,3,388,15.31,6.24,20260325,24.17,0.3695,1.203,-0.231,"中证500ETF",2.865
0.1951,"中证500ETF购12月2665A",0.1452,0.1922,0.198,967,2.665,-28,0,-0.17,20251224,14.55,0.9906,0.2831,-0.0858,"中证500ETF",2.865
0.0556,"中证500ETF购3月2950",0.0394,0.0542,0.0579,115,2.95,48,14.58,4.91,20260325,22.09,0.4287,1.2513,-0.2418,"中证500ETF",2.865
0.1628,"中证500ETF购1月2700",0.1208,0.1586,0.1644,361,2.7,76,0,-0.08,20260128,14.26,0.8104,1.3107,-0.2656,"中证500ETF",2.865
0.2131,"中证500ETF购12月2650",0.1563,0.2069,0.2128,150,2.65,-25,0,-0.07,20251224,13.37,0.9943,0.1819,-0.0674,"中证500ETF",2.865
0.1316,"中证500ETF购3月2763A",0.0999,0.1311,0.135,2475,2.763,391,10.25,1.03,20260325,14.41,0.6621,1.1652,-0.2337,"中证500ETF",2.865
0.0997,"中证500ETF购6月2900",0.0777,0.0955,0.1018,188,2.9,-5,12.96,4.7,20260624,14.84,0.5163,0.9172,-0.1835,"中证500ETF",2.865
0.1614,"中证500ETF购3月2714A",0.126,0.1545,0.1642,2465,2.714,477,5.66,0.36,20260325,12.77,0.7196,1.0737,-0.2189,"中证500ETF",2.865
0.1105,"中证500ETF购3月2800",0.0856,0.108,0.1154,237,2.8,34,11.3,1.59,20260325,15.99,0.6167,1.2169,-0.2417,"中证500ETF",2.865
0.2516,"中证500ETF购12月2615A",0.1923,0.2418,0.2478,1051,2.615,-10,29.69,0.06,20251224,11.37,0.9985,0.0563,-0.0443,"中证500ETF",2.865
0.0518,"中证500ETF购6月3100",0.0399,0.0503,0.0527,140,3.1,3,15.45,10.01,20260624,19.08,0.345,0.8477,-0.1654,"中证500ETF",2.865
0.1172,"中证500ETF购6月2850",0.0891,0.1119,0.1196,188,2.85,88,12.08,3.57,20260624,13.73,0.5617,0.9069,-0.183,"中证500ETF",2.865
0.0717,"中证500ETF购6月3000",0.0547,0.0688,0.0735,79,3,56,14.33,7.21,20260624,17.08,0.4275,0.9027,-0.1781,"中证500ETF",2.865
0.1678,"中证500ETF购3月2700",0.1326,0.1632,0.1731,59,2.7,-9,0,0.1,20260325,12.55,0.7353,1.0435,-0.2138,"中证500ETF",2.865
0.1314,"中证500ETF购6月2813A",0.1012,0.1262,0.1349,1659,2.813,66,11.23,2.77,20260624,12.98,0.5954,0.8915,-0.1813,"中证500ETF",2.865
0.059,"中证500ETF购6月3060A",0.043,0.0568,0.0602,544,3.06,12,15.04,8.87,20260624,18.31,0.377,0.874,-0.1712,"中证500ETF",2.865
0.0947,"中证500ETF购6月2912A",0.0734,0.0914,0.0947,2674,2.912,-10,13.01,4.95,20260624,15.29,0.5054,0.9179,-0.1833,"中证500ETF",2.865
0.0323,"中证500ETF购6月3257A",0.0261,0.0316,0.0319,935,3.257,25,17.11,14.81,20260624,20.79,0.2344,0.706,-0.1361,"中证500ETF",2.865
0.08,"中证500ETF购6月2961A",0.0621,0.0778,0.0805,1451,2.961,-19,13.65,6.14,20260624,16.53,0.4616,0.9137,-0.1812,"中证500ETF",2.865
0.1103,"中证500ETF购6月2862A",0.0868,0.1076,0.115,2331,2.862,-50,12.01,3.75,20260624,14.31,0.5508,0.9105,-0.1833,"中证500ETF",2.865
0.2629,"中证500ETF购12月2600",0.2138,0.2568,0.2628,42,2.6,"-",0,-0.07,20251224,10.89,0.9992,0.032,-0.0397,"中证500ETF",2.865
0.1337,"中证500ETF购6月2800",0.1103,0.1304,0.1394,716,2.8,118,10.49,2.4,20260624,13.01,0.6072,0.8846,-0.1803,"中证500ETF",2.865
0.1759,"中证500ETF购6月2714A",0.141,0.1695,0.1812,1228,2.714,-110,6.64,0.87,20260624,11.13,0.6836,0.8189,-0.1706,"中证500ETF",2.865
0.1569,"中证500ETF购6月2750",0.1265,0.1522,0.1627,74,2.75,9,8.8,1.46,20260624,11.91,0.6521,0.8504,-0.1755,"中证500ETF",2.865
0.1504,"中证500ETF购6月2763A",0.1163,0.1466,0.152,885,2.763,79,9.3,1.69,20260624,12.2,0.6405,0.8604,-0.1769,"中证500ETF",2.865
0.1908,"中证500ETF购1月2665A",0.1461,0.1915,0.194,663,2.665,48,0,-0.32,20260128,12.85,0.8555,1.0999,-0.2287,"中证500ETF",2.865
0.0426,"中证500ETF购6月3158A",0.0331,0.0421,0.043,1135,3.158,356,15.98,11.71,20260624,20.26,0.3012,0.8014,-0.1556,"中证500ETF",2.865
0.2059,"中证500ETF购1月2650",0.159,0.2001,0.2057,222,2.65,39,0,-0.32,20260128,12.14,0.8725,1.0093,-0.2127,"中证500ETF",2.865
0.2948,"中证500ETF购12月2566A",0.2409,0.2903,0.2966,397,2.566,0,0,-0.15,20251224,9.72,0.9998,0.0078,-0.0349,"中证500ETF",2.865
0.1828,"中证500ETF购6月2700",0.1483,0.1764,0.1829,146,2.7,20,0,0.62,20260624,10.9,0.6956,0.8052,-0.1685,"中证500ETF",2.865
0.3457,"中证500ETF购12月2517A",0.2913,0.3389,0.3436,974,2.517,10,0,-0.08,20251224,8.29,1,0.0007,-0.033,"中证500ETF",2.865
0.0232,"中证500ETF购6月3356A",0.02,0.0221,0.0233,2256,3.356,150,17.8,17.95,20260624,22.02,0.1783,0.6001,-0.115,"中证500ETF",2.865
0.2372,"中证500ETF购1月2615A",0.1822,0.2309,0.238,156,2.615,43,0,-0.45,20260128,10.96,0.907,0.8046,-0.1765,"中证500ETF",2.865
0.1911,"中证500ETF购3月2665A",0.1519,0.1864,0.1922,3029,2.665,46,0,-0.31,20260325,11.59,0.7728,0.9613,-0.2,"中证500ETF",2.865
0.3956,"中证500ETF购12月2467A",0.3412,0.389,0.3956,538,2.467,10,0,-0.08,20251224,7.24,1,0,-0.0322,"中证500ETF",2.865
0.2507,"中证500ETF购1月2600",0.2209,0.2447,0.2519,57,2.6,"-",0,-0.5,20260128,10.51,0.9196,0.7218,-0.1617,"中证500ETF",2.865
0.4448,"中证500ETF购12月2418A",0.3877,0.4378,0.4446,345,2.418,10,0,-0.08,20251224,6.44,1,0,-0.0316,"中证500ETF",2.865
0.202,"中证500ETF购3月2650",0.1612,0.1973,0.2072,159,2.65,-3,0,-0.45,20260325,11.18,0.788,0.9237,-0.1936,"中证500ETF",2.865
0.279,"中证500ETF购1月2566A",0.2286,0.276,0.2832,142,2.566,64,0,-0.7,20260128,9.69,0.9435,0.5496,-0.131,"中证500ETF",2.865
0.643,"中证500ETF购12月2221A",0.6335,0.6339,0.6417,507,2.221,0,0,-0.03,20251224,4.46,1,0,-0.029,"中证500ETF",2.865
0.2027,"中证500ETF购6月2665A",0.1683,0.1951,0.2085,900,2.665,23,0,0.09,20260624,10.25,0.725,0.7677,-0.1625,"中证500ETF",2.865
0.7972,"中证500ETF购12月2073A",0.7308,0.7817,0.7901,341,2.073,0,115.38,0.18,20251224,3.59,1,0,-0.027,"中证500ETF",2.865
0.4774,"中证500ETF购12月2369A",0.4374,0.487,0.494,856,2.369,-15,0,-0.65,20251224,6,1,0,-0.0309,"中证500ETF",2.865
0.2317,"中证500ETF购3月2615A",0.1879,0.2228,0.2328,667,2.615,16,0,-0.64,20260325,10.16,0.8215,0.8321,-0.1779,"中证500ETF",2.865
0.8411,"中证500ETF购12月2023A",0.7683,0.8316,0.8402,451,2.023,-1,0,-0.03,20251224,3.41,1,0,-0.0264,"中证500ETF",2.865
0.2443,"中证500ETF购3月2600",0.231,0.2344,0.2444,10,2.6,"-",0,-0.72,20260325,9.79,0.8349,0.7917,-0.1709,"中证500ETF",2.865
0.501,"中证500ETF购12月2319A",0.4856,0.5365,0.5439,485,2.319,0,0,-1.57,20251224,5.72,1,0,-0.0303,"中证500ETF",2.865
0.2671,"中证500ETF购3月2566A",0.2215,0.2612,0.2711,722,2.566,129,0,-1.11,20260325,9.26,0.863,0.6992,-0.1548,"中证500ETF",2.865
"-","中证500ETF沽6月3100",0.4248,0.3937,0.4119,"-",3.1,"-",39.32,-8.2,20260624,4.14,-0.6549,0.8477,-0.1251,"中证500ETF",2.865
"-","中证500ETF沽6月3000",0.3613,0.3148,0.3323,4,3,0,36.9,-4.71,20260624,4.43,-0.5724,0.9027,-0.1391,"中证500ETF",2.865
"-","中证500ETF沽6月2950",0.2978,0.2783,0.2951,24,2.95,0,35.75,-2.97,20260624,4.58,-0.5286,0.9156,-0.1434,"中证500ETF",2.865
"-","中证500ETF沽6月2900",0.2605,0.2435,0.2594,62,2.9,0,34.59,-1.22,20260624,4.73,-0.4836,0.9172,-0.1458,"中证500ETF",2.865
"-","中证500ETF购6月2950",0.0647,0.0812,0.0868,56,2.95,0,11.57,2.97,20260624,20,0.4713,0.9156,-0.1818,"中证500ETF",2.865
"-","中证500ETF购3月2750",0.1048,0.1334,0.1426,69,2.75,0,0,-4.01,20260325,17.88,0.6777,1.1433,-0.2302,"中证500ETF",2.865
"-","中证500ETF沽6月3257A",0.5432,0.535,0.5472,283,3.257,0,43.33,-13.68,20260624,3.71,-0.7655,0.706,-0.0937,"中证500ETF",2.865
"-","中证500ETF沽6月3060A",0.3758,0.3611,0.3791,148,3.06,0,38.33,-6.81,20260624,4.26,-0.6229,0.874,-0.1314,"中证500ETF",2.865
0.0002,"中证500ETF购12月3454A",0.0002,0.0002,0.0003,10076,3.454,1390,46.88,20.57,20251224,0,0,0,0,"中证500ETF",2.865
"-","中证500ETF沽12月3356A",0.5643,0.4927,0.4997,323,3.356,0,122.19,-17.14,20251224,5.22,-0.9999,0,0.0439,"中证500ETF",2.865
0.0004,"中证500ETF沽12月2418A",0.0005,0.0001,0.0005,4180,2.418,1,46.88,15.62,20251224,0,0,0,0,"中证500ETF",2.865
0.0001,"中证500ETF沽12月2270A",0.0001,0.0001,0.0004,2282,2.27,2,53.13,20.77,20251224,0,0,0,0,"中证500ETF",2.865
0.0001,"中证500ETF沽12月2221A",0.0001,0.0001,0.0004,1078,2.221,2,56.25,22.48,20251224,0,0,0,0,"中证500ETF",2.865
0.0001,"中证500ETF沽12月2122A",0.0002,0.0001,0.0004,2609,2.122,71,68.75,25.94,20251224,0,0,0,0,"中证500ETF",2.865
0.0001,"中证500ETF沽12月2073A",0.0001,0.0001,0.0002,5415,2.073,32,75,27.65,20251224,0,0,0,0,"中证500ETF",2.865
0.0001,"中证500ETF沽12月2023A",0.0001,"-",0.0001,7594,2.023,-395,75,29.39,20251224,0,0,0,0,"中证500ETF",2.865
"-","中证500ETF购12月2270A",0.5242,0.585,0.5926,501,2.27,0,0,-20.77,20251224,5.27,1,0,-0.0296,"中证500ETF",2.865
"-","中证500ETF购12月2122A",0.6861,0.7324,0.7406,1083,2.122,0,0,-25.93,20251224,4.14,1,0,-0.0277,"中证500ETF",2.865
0.2007,"中证500ETF购6月2650",0.1743,0.2031,0.2171,147,2.65,-9,0,-0.5,20260624,10.52,0.7373,0.7503,-0.1597,"中证500ETF",2.865
0.312,"中证500ETF购3月2517A",0.2584,0.3021,0.3122,315,2.517,11,0,-1.26,20260325,8.25,0.8979,0.5678,-0.1317,"中证500ETF",2.865
0.6318,"中证500ETF购12月2171A",0.6991,0.6838,0.6918,386,2.171,2,0,-2.17,20251224,4.53,1,0,-0.0283,"中证500ETF",2.865
0.3558,"中证500ETF购3月2467A",0.2976,0.3453,0.3545,626,2.467,2,0,-1.47,20260325,7.46,0.9269,0.4425,-0.1095,"中证500ETF",2.865
0.0687,"中证500ETF沽3月2650",0.0699,0.0503,0.0537,361,2.65,0,27.29,9.9,20260325,8.84,-0.2119,0.9237,-0.159,"中证500ETF",2.865
0.4001,"中证500ETF购3月2418A",0.3422,0.3896,0.3999,765,2.418,6,0,-1.64,20260325,6.8,0.9491,0.3334,-0.0899,"中证500ETF",2.865
